sentiment,review_body,product_category
0,Gorgeous  but the trim detail on both in-store coats was already trashed and falling apart. for $218 and it can't even make it out of the store intact? i love the look but didn't want it to fall apart. they should've done an extra reinforcing stitch on the trim. such a shame!!,Jackets
0,The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans  black pants etc and this did not fit that need. it would be a warm jacket if that is a need.,Jackets
1,Love this jacket. it fits very well and is super comfortable. you can wear it to work or on the weekends. super versatile!,Jackets
1,Great coat! lightweight  oversized  yet warm. just enough structure to flatter most body types. i wear an xl/14  but got medium as it's very oversized. light enough to wear with layers. got a million compliments!,Jackets
1,"Yes  it runs a little large - i usually get a s or m in tops  but for this i bought a s. i am 5'2""  130 lbs  and i did not get the petite- i feel like the regular hits me at the same area as the model in picture. i went into retailer looking for a dress  and walked out with this vest too - had to have. versatile  stylish  pockets  good quality!",Jackets
1,I live in los angeles and this is the perfect beginning of fall jacket! i've worn it with dresses and with jeans. definitely has enough extra room to slip a hoodie or small seater on underneath when it gets colder. it's soft and stylish. the only downside is that the pockets aren't really deep enough to put anything in.,Jackets
1,Runs a little small  but is very chic!!! you can wear it with jeans and a white t-shirt and you are going to look awesome!!!,Jackets
1,This is one you just need to see in person! stunning  detailed embroidery everywhere  gracefully oversized  very bohemian  light  airy and dreamy. this kimono was mine the second i saw it! white on white is classic...and this cream embroidery is beautiful. the kimono is very oversized. i'm normally a l or xl and this was plenty roomy. it's also quite long. nearly came down to my knees and i'm around 5'8. if there is an option for petite i'd recommend it to shorter gals! can't wait to pair this w,Jackets
1,"I'm 5'1""  <100 lbs. xs fits surprisingly well. the sleeves were rolled up when it arrived so i didn't noticed they were long. the wrinkled appearance looks fun and casual.     the big drawback is that the interior seams poke and scratch my skin when i wore it over a halter top. even over a tee it was irritating in one spot. despite that  love it enough to keep.",Jackets
1,This jacket is a neutral color with a subtle print that adds great character. the stitching around the edges is cute. the shape is very flattering and not too boxy as some open jackets can be. a perfect layering piece!,Jackets
1,Simple blazer with cute details - buttons on the back and lining. this will look good both in the office over over a pair of jeans and booties. i was able to go with the regular size (instead of petite) because i will wear with the sleeve rolled up.,Jackets
-1,I ordered these a size up because i'd just had a baby and knew i needed a bigger size. my pre-pre baby size (chubby phase) were size 8/29. these fit like a size 4. way too small. very disappointed!,Jeans
-1,As a tall girl  i was thrilled to see that these pants come in longs! they are amazing for dressing up (or sassing up) and outfit. i anxiously anticipated their arrival and wore them the very first night i bought them. however  as someone previously mentioned the quality is poor. after wearing them to they symphony  the knee tore while i was sitting in my seat! i really don't see a way to avoid this from happening since i had not moved. i'm sooo upset because i absolutely loved these pants!,Jeans
-1,I was excited to see these jeans since they came in petite sizes and had a short inseam... unfortunately after ordering/returning several pairs  i found out that these are actually not petite jeans. please beware that if you are ordering these for the shorter inseam  they are actually 28 in... not 24 in as in the description. other than the inseam issues  they fit like typical paige denim.,Jeans
-1,I've worn citizens for almost 12 years now  i keep going back because i have an athletic figure (my thighs and butt are bigger than my waist)  and usually citizens fit and hug all the right places and are made with a certain quality expectation - these did not meet any of those standards  the ripped as soon as i put them on. the material seemed cheap.,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,I've never had a problem with pilcro jeans. i own several pairs. however  i ordered my regular size 28 (i'm 5'3  120 pounds) and not only were these jeans thin  they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.,Jeans
-1,I was extremely excited to receive these pants  given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what  but be cautious ordering these pants.,Jeans
-1,Where o where did the old pilcro ankle stet go??? these are a cheap impersonator. the denim used to be thick which really did wonders for the fit and overall appearance of how the denim lays over your lower half. the last 3 pairs of pilcro stets i've ordered have gone right back because they are nowhere close to the greatness they were originally. the pockets on these jeans sit so so low- completely unflattering. the ankles are significantly smaller circumferentially. the old stet ankle jeans ha,Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,Great style but not so great quality:(  stone fell off right away.  but they still look great,Jeans
0,"Fit and style very nice. returned because way too long and bottom detail interfered with hemming. they were at least 4"" too long. i am 5'8"" so heels would fix the issue but i don't want to wear them with a comfy pair of pants.",Jeans
0,"I think these jeans are good for people with long lean legs. i'm 5'7"" 155 lbs and the wide cuff made my legs look short and stubby. the weight of the jeans is a little on the heavier side - i usually like soft denim. i usually wear a 31 and thought they were true to size.",Jeans
0,First off: kudos to the other reviewers for setting the expectation re: the color on these! they are not a dark rinse at all - not even close. they're a light-to-medium hue with fading down the front of the thighs. with that in mind  i do like the color - especially for spring - but would have been very miffed had i ordered these and they arrived so starkly different from the online photo.  ----------  i typically wear a 27-29  depending on the brand and waist rise. these were an online return t,Jeans
0,I love pilcros and tried everything to get these to work. one size down  two sizes down  no matter what  they just don't look right. the droopy look didn't work for me.,Jeans
0,Ordered a petite and it was not as dark of a denim like the picture. the pockets on the backside are wide and are not flattering if you have any curve to your rear. makes you look wider than you are! pocket on front are also large  which accentuate thighs. these were returned immediately as it did not work for me.,Jeans
0,I really wanted to like these. they're soft  long enough for 5'8 1/2 and a nice color cut the rise is quite low and the hips puffed out in a weird way. have to return ;(,Jeans
1,Very flattering ang comfy but they do run slightly big. i stayed with my true size because i am thicker in waist but if small waisted size down. fit ty's in legs and bottom. love color!,Jeans
1,The fabric of these pants isn't like regular denim  rather it's soft and velvety in texture more like a chino. i love the dark saturated olive green. the pocket placement is very flattering on the rear. normally i wear a size 31 in premium denim and size 30 in paige jimmy jimmy jeans  however in this particular pair i needed a size 29. i definitely recommend sizing down!,Jeans
1,Lots of stretch in fabric so pants fit well. length is perfect for me. i'm almost 5ft 6 in and they hit at bottom of ankles with slightly extra fabric so flats  heels  or boots work great with these pants. i bought size 29 and i'm 135 lbs. colors in pants are beautiful. many different colored tops go well with them,Jeans
1,I love these jeans. they're incredibly soft  super comfortable and hold their shape. i can wear them for hours on end and i don't get that droopy  snagging look jeans can get when they stretch out.        fit: i am normally a 29/30 depending on the jean. i took these in the 30 - i usually have a difficult time finding skinny jeans that fit my legs and don't fall off my waist. these have enough give to accommodate my larger legs  but the material holds well  so i don't need a belt to keep them up,Jeans
1,First of all  this jean fits really well  but i usually wear a 31 in mother jeans and i had to go up to a 32 in these (ugh!) because they just ran smaller or whatever. i am curvy on the bottom but the 31's just felt too tight and pulled everywhere.  second  the color is not quite right in this picture; it looks more military green. it is not - it is a much brighter military green vs a moss green. that is throwing me a bit. not quite as versatile or neutral to me.  meanwhile  the styling with the,Jeans
1,I love these so very much! by far my favorite addition to my wardrobe this summer. i find they are the first thing i grab because i feel wonderful in them. they fit perfect even with a large bust which i was afraid i would not be able to pull off....but very tastefully do. i highly recommend these and i plan to wear them into the fall with boots and long sleeve t-shirt. worth every penny. if your size is available grab them...you will be happy you did.,Jeans
1,I'm giving these leggings 5 stars although i did return them. first off i do love pilcro jeans and leggings. beware these are not jeans at all. the tag says serif legging. these are excellent leggings if that's what you're looking for. i thought they were jeans and was willing to spend the money on them  but not for leggings. i'll consider buying if they go on sale.,Jeans
1,I ordered these in the blue size 28p. i am 5' 120 lbs. a size 6p and curvy. the jeans fit very nicely in thigh and hip area (and i don't have skinny thighs). the jean is not a low rise which is what i was looking for. i was looking for a jean that was a little dressier yo wear out to grab a drink or catch a movie. these jeans fit the bill because they give off a polished vibe  especially when paired with a dressier top  blazer  skinny belt and heels. also  i like that the jeans don't have the to,Jeans
1,These cords are seriously fantastic. worth the price indeed. they are very comfy  have a lot of stretch but do not loose shape! the fun yet muted color design allows an average outfit to have a fun pop. they do run big  i got a 26 and i'm usually a 27. they are also very long! nothing a little trip to tailors can't fix. overall  highly recommended.,Jeans
-1,Beautiful top  loved the color but shoulders were totally messed up and not sure if it was from  hanging at store or the way it was sewn.,Knits
-1,This shirt appears nice in the pictures. it appears to have a bit of style. wrong. the shirt is one of the thinnest fabrics i've ever purchased. i live in warmer climate and its nice to have different cotton shirts with some style. this shirt has no style  and i thought it would. i have purchased this brand before  and thought this fabric would be similar. the other shirts were way nicer  softer  and had a different level of construction. i wanted to wear this shirt out and when i put it on it w,Knits
-1,I'm not sure if the top i received was damaged or if the design didn't consider gravity but this is not what i expected. i really want to like this top  but i don't see how i can wear it.,Knits
-1,I would have loved this top if it were the length pictured on the model  but it was a cropped length on me :(,Knits
-1,"This is a very awkward and unflattering shirt. i am very petite--90 pounds and 5'2"". the arms fit--length and width  but nothing else about this fit. the scoop was so low and wide that i would require a shirt underneath. it fell exactly like a tent and made a bell shape around my thighs. yikes! it looks cute on the model  but not on me. the material is also very thin and felt sort of like it should be a pajama top.",Knits
-1,Matronly and unflattering. i think this may work on a very tall and slender body type.,Knits
-1,Pretty design and good quality but the medium was very balloony at the bottom. fit my chest alright (34c) but flared out way too much at the bottom.,Knits
-1,The color  design and fabric of this top (got it in the red) were just as i expected  but as the owner of several deletta brand tops  i was very surprised to find that my usual size small runs very large in this tank. not only did the front dip too low but so did the arm holes  and the top just hangs on me. it was so big for a small that it almost made me think it had been mislabeled and was really a size large.   bummed to return it because i really love the color and the style. will try an x-s,Knits
-1,This shirt runs very large. i will be returning for a smaller size.,Knits
0,"I ordered my normal size and found that this top runs large. i wanted to tie the front ties tighter to accentuate my waist  but even so it was still quite loose. the fabric is very stretchy and thin  and the top was longer on me than pictured in the model. for reference  i am 5'-7"" 155lbs  usually wear a medium/8 in a top. this medium was too large.",Knits
0,This top is adorable in style and fit. which is why it breaks my heart that i can't recommend it. the embroidery snags so easily  when i wore it  i ended up with several tears in the threads  leaving the pattern a bit of a mess. it snagged on my rings  my watch and my purse. i returned it because of this. it's really too bad  and i wish the design were printed on instead of sewn  simply because it would last a lot longer.,Knits
0,I'm an xl in retailer tops  and the xl fit as expected in this blouse. however  the elastic cinched in such a way under my bust that it did not look flattering. the cut in the sleeves hang open too much for me and makes it more of a costume. i also had issues that the chiffon type sleeves did not match the color of the knit fabric used in the rest of the blouse. the blouse is a good quality  but there were too many other issues for me to keep it.,Knits
0,"I ordered 2 sizes to try for in store pickup. both were too large  so size down (i am 5'4""  125 lbs and the s was too large in the neck and body  even though i generally wear things large). also  the collar was a hemmed flat collar  not the roll collar depicted. i reviewed that with the salesperson as well -- we were both at a loss to explain why  and the tiger embellishments were more orange  yellow and glittery on the ones i ordered.",Knits
0,This top has a lot of potential (comfortable  easy to wear) but it's cut too small in the area above the bust. i tried the top in small  medium and large (i usually wear s or m in retailer tops) and couldn't get that area to not look tight or like it was pulling. you can see it on the model  too -- that space right above the bra near the armhole. i think you'd need to order a size up to get that space to work but then the top will start to look too big on the bottom.   i tried the green in the sto,Knits
0,It seems like most people love this tee  so you might as well. i returned it because i didn't like how the front hung. if the front was as long as the back  i would have kept it. or  if the front was short enough to wear with thick pants  untucked  i might have kept it (seems like this top would only look good with leggings or skirts). i do like the material  though. it's very thin and looks great in the shoulder and neck area. and i liked how the back of the shirt looked when i tried wearing it,Knits
0,This is a very comfortable shirt    great basic to have in the wardrobe    it runs a little high on the sides,Knits
0,The cut is too long and shapeless. if it was cropped  i would have kept it. the beads are delicate as another reviewer has said but i was prepared for that. too bad the fit just wasn't flattering. it's going back.,Knits
0,The fabric and design are gorgeous so i was hoping the top would work for me. sadly  it looked ridiculous on me. i wouldn't recommend the top for busty girls. it looked like a bell on me. fyi  it doesn't come with a camisole underneath.,Knits
1,Loved this top and was really happy to find it on sale!,Knits
1,I've been moving toward a simple tee and jean wardrobe  and this is the perfect addition! it's so fun and different and so comfortable. i've been loving retailer's new tee's! it runs a little large but in a cute way.,Knits
1,This is cute with the shoulder detail. i ordered a medium- will be returning for a small. i'm kind of in between small & medium.,Knits
1,"I ordered this in xs and it fits loosely (i am 5'3"" and about 120 lbs). this looks great with skinny jeans or leggings and shows off the long necklaces that are in style right now. the chiffon doesn't lie perfectly along the side seam  but i'm sure only i notice.",Knits
1,I am two months postpartum and bought this top to have something to wear for a date night. it is so flattering and has a beautiful cut. loose but not baggy or unflattering. i bought a small but could have probably sized down... so there's a decent amount of wiggle room in the sizing. great length for jeans or leggings.,Knits
1,Aesthetically pleasing and very well-made. love it! but  does run large.,Knits
1,This top has a comfy cozy feel while still being flattering. i especially like the generous neckline--adds a uniqueness to it. great shirt for dressing down  but still feeling feminine. i bought two! my husband always compliments me when i wear it.,Knits
1,This is such a pretty top. i do not feel it runs big  as another review mentioned. to fit the sleeves comfortably (i do not have large arms at all) i did choose to take a small over my usual xs so the body is a bit llonger than shown on the model (a bit more of a tunic fit on me). it is really a pretty top either way  the xs fitting like it does in the picture on the model and the s fitting a bit longer. worried just a bit that it might develop holes as some tissue tees do.,Knits
1,Very soft and comfortable. the shirt has an unusual  asymmetrical seam that appears along the front  right-hand side of the garment. (the model is positioned so that you can't see this detail from the picture. i attached a picture that includes the front seam.) i actually like the seam - it creates more visual interest  and adds a little bit of ruching that helps hide my belly. the cowl neck is very well done - there are two layers that form the cowl  and i've found that it means wardrobe malfun,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
1,This is a great layering tank that is super comfy! the sale price is a bargain!,Layering
1,Love this tank. material and fit are great. love that it's reversible. highly recommend!,Layering
1,I am usually a regular xs with retailer tops. i took a chance and went with the xxs in blue and am not regretting it. super comfortable top. fits perfect and will be great for work.,Layering
1,Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin  you can see ripples from my belly lol  but still fairly flattering. i ended up purchasing  but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it  that htin...,Layering
1,I stumbled upon this as a return to our store. at first  i was a little put off by the change in stitching to add support and shape. but once you put it on  it's perfect. it's very flattering and very comfortable. there are snaps in the crotch  but i wore it for a full day (8+ hours) and had no discomfort. if there were more colors  i'd buy them all lol.,Layering
1,I have bought 4 of these  but after 1st wash on 2 of them and they were in a lingere bag  there are little holes on the front of each  now they are bum around shirts. if they go on sale i will purchase  but the material needs to be better.,Layering
1,I really like this top. perfect underneath cardigans or on its own. the fabric is a bit thin so light colors may be see through. love the wider style so there is no bra show. versatile. i see myself purchasing more of these!,Layering
1,Love this tank! prettier shade of yellow in person. love the strap width and length. wish they'd bring back more in lots of colors. i sized up one from my usual size and will have to shorten the length of the strap myself  but it's an easy alteration and is totally worth it! especially good at sale price. i really hope they make more in the style in lots of colors. great find!,Layering
1,This is great  lightweight top layer that's just right for the little evening chill in the summer when the sun goes down  or on a breezy day. it's sheer  so it requires a bottom layer. the medium fits a little tighter across the shoulders and arms for me than it shows on the model  which i like.,Layering
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Super itchy! had to return.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,I just go these socks in one of my beauty boxes!!! there is nothing like a new pair of socks. they feel amazing no matter what you do. these are ultra soft and in-line with other slipper socks i have tried with the grippies on the bottom. i like the color black style (actually  i like all the new styles at retailer right now)  and i didn't think i would like the higher tabs in the back but it turns out i love them to make sure the sock is covering my whole ankle when i put my shoes on. the,Legwear
1,On the advice of other reviewers i purchased the m/l in this item. boy was i happy i did. i am normally a size 6-8 and because of the sheerness issue mentioned by another reviewer i purchased the larger size. they are still sheer in the rear end. you must wear a tunic or longer shirt/skirt with these. if you are hanging around the house it is not too bad. these are very comfortable and feel great while wearing. the color is great and the look is good. they are really long when you remove them fr,Legwear
1,I love these with tunics and little dresses! they hit at a funny place on my hips  though; i wish they were a bit higher-up. since the waistband is thick  they show through tops unless they are pulls up above my hips  and they're a bit too short-waisted for that. but i was able to stretch them a bit  and i love them!,Legwear
1,These fox tights are so very cute and fun! how can you not smile when wearing these tights designed with the cutest foxes all over! they are warm too! these go great under dresses or tunics and i always get compliments when wearing them! they are a real attention getter!,Legwear
1,Just received first pair in brown...love them and ordered two more! these tights actually stay up and you don't have to keep pulling on them throughout the day. super comfortable and perfect weight  not too thick and not too thin. they will run  so be careful when washing or putting them on.,Legwear
1,I have worn these exclusively for the past couple of years. they fit great (tts)  stay put  and wear very well. these are well worth the price.,Legwear
1,These tights are comfortable and the material is great. i bought the gray and holly color and the colors are as shown online. similar to most nylon tights they snag easily. definitely not a legging and similar to other reviewers these won't keep you warm in the winter.,Legwear
1,Nice quality  but enough material for two sets of tights. can scrunch up at the bottom for a different look.,Legwear
1,I love these pants! first  they are super flattering. for a new mom  the waist comes up high and tucks everything in without rolling over. second  they are versatile. you can pair them with pointed flats  boots or casual with sneakers. i am wearing mine with cream flats and the cream moth boucle colorblocked pullover sweater. also - normally i am an xl (especially for length!) but the large fit perfectly. i didn't want to say that they ran large  because they aren't too loose.,Legwear
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric  and for a white/lightly striped dress  not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry  holes started appearing everywhere  both on the cream ribbed hem in the front bottom and all across the chest  in the white part of the fabric only (it looks like the black stripes are holding the holes toget,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
0,The body is huge  while the arms fit. being returned!,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,The one i tried on had something wrong with the pockets... one was regular height t eh other was so low  i could barely put my hand in it. however  the jumpsuit itself is really pretty and soft. color is nice  but hard ot pull off on pale skin like me.  i tried on the xs  but that was big. i would need xxs p if it was made in that size  so i let it go... (looked nice with pinched fabric in the back.    for reference i am 115 lbs  30 dd< 26.5 in waist.,Lounge
0,So  this dress is extremely comfortable  but it's just really awkward. i am on the fence about keeping it  my husband loves it and thinks i should. it just draws attention to the belly  so any issues after having kids  is very noticeable. not to mention the huge cutouts for the arms. very comfortable  but not sure if i will keep it.,Lounge
0,"I absolutely loved the idea of an elongated hoodie as a lounge dress or robe. unfortunately  this particular product left a lot to be desired. firstly  the fit is slim  not relaxed. i'm 5'4""  at 110 lbs and tried both the size 1 (equivalent of a small) and size 2 (equivalent of a medium). sizing up just added length and did not do much to increase roominess. they both zipped up easily but did not drape well. finally  the fabric was really not welcoming. i prefer terry over fleece  however this w",Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
